fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,12,HARYANA,1212,MAHENDRAGARH,291010,421.8676583,25,0,357.1832077,746,107,839,113928,27354,8637,0,0,61.26926,899.0778534,4487,5508,17441,28025,1,65731,92368,1585,480.6253857,55754,10,37.3,21.1,107.06,NA
2024-2025,Dec,12,HARYANA,1219,MEWAT,384370,399.7930586,33,1,2787.339579,812,132,2297,369378,2503,847,0,0,111.72432,4375.811503,11163,13338,57102,67198,21,152935,196262,3109,1476.747604,163704,13,12.62,5.26,101.13,NA
2024-2025,Dec,12,HARYANA,1212,MAHENDRAGARH,291010,424.8317776,25,0,357.1832077,748,104,848,119297,28293,8679,0,0,61.26926,925.2640334,4646,5719,17518,28171,2,65758,92426,1596,506.8115657,58665,10,35.67,20.19,106.61,NA
2024-2025,Dec,12,HARYANA,1213,BHIWANI,514400,386.5816895,25,22,406.581009,1079,47,1435,468484,249369,42736,0,0,61.21045,2278.864821,18280,24079,37598,79731,3,87155,169900,2514,1811.073362,298724,2,67.59,11.36,111.8,NA
2024-2025,Dec,12,HARYANA,1214,JIND,698550,367.5143139,22,34,1350.791726,1559,5,1690,529914,297433,49840,0,0,102.99423,3401.295757,23337,29333,40533,87971,2,68555,137801,3249,1947.509802,354096,10,60.09,26.03,100,NA
2024-2025,Dec,12,HARYANA,1215,HISAR,1626280,404.599671,29,47,3134.372247,3242,5,2502,1513113,833912,86816,0,0,126.05093,9382.473397,52154,73150,72445,154536,85,122155,242051,5744,6122.050221,985802,6,54.07,13.26,100.41,NA
2024-2025,Dec,12,HARYANA,1201,AMBALA,141220,351.6121559,19,1,35.56731019,317,191,396,58250,35481,10239,0,0,45.40107,285.782461,3037,3482,10482,16939,0,37595,52546,713,204.8140808,35597,33,57.27,26.12,99.91,NA
2024-2025,Dec,12,HARYANA,1209,FARIDABAD,66725,338.2127843,33,0,25.6759509,18,69,82,18554,3256,867,0,0,19.18197,107.6099209,550,646,2763,3244,2,7821,8572,100,62.752,7946,5,57.45,20.97,158.67,NA
2024-2025,Dec,12,HARYANA,1212,MAHENDRAGARH,291010,419.0648039,25,0,357.1832077,746,106,844,116082,27436,8648,0,0,61.26926,904.9112734,4541,5574,17463,28065,2,65732,92373,1590,486.4588057,57103,10,36.9,20.76,106.97,NA
2024-2025,Dec,12,HARYANA,1217,PANCHKULA,109500,381.9384304,27,0,160.6079544,206,29,213,66770,18289,3019,0,0,36.7484,452.3766444,2445,2764,6465,11097,4,17299,25861,419,255.02029,22128,36,55.76,11.79,99.97,NA
2024-2025,Aug,12,HARYANA,1205,KARNAL,555970,298.1378485,20,16,60.88337528,285,171,1411,295145,151088,52187,0,0,33.49902,974.3213484,14593,19104,45159,93312,0,91855,167290,1696,879.9389531,200931,19,85.82,6.52,112.3,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,351.227584,23,2,355.236425,335,34,514,152097,77668,16756,0,0,29.52667,918.9697135,6370,8224,18292,34635,0,42452,71773,849,534.2066185,98694,14,59.36,13.53,101.23,NA
2024-2025,Aug,12,HARYANA,1207,SONIPAT,237713,443.5173964,21,5,180.0557308,140,145,440,112496,55349,12316,0,0,28.55001,707.5450711,5132,6554,14868,24235,0,44591,65329,580,498.9393303,69836,16,75.65,19.36,100.45,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,337.1958529,23,7,126.1741399,215,159,1217,183425,64397,19686,0,0,32.15929,776.834923,7690,10219,23481,52040,0,63661,121888,1432,618.5014931,125685,16,72.67,9.91,100.36,NA
2024-2025,July,12,HARYANA,1212,MAHENDRAGARH,120550,511.0365531,19,0,310.5241749,418,188,942,42464,9814,8310,0,0,22.59282,550.1235568,2141,2586,16726,26996,0,65311,91833,1360,217.0065619,21301,12,39.72,23.29,105.15,NA
2024-2025,July,12,HARYANA,1216,SIRSA,421250,579.3598995,8,40,727.9068851,1251,72,2701,149677,90465,84416,0,0,33.30112,1628.376522,17402,23200,57287,132977,0,123350,264120,3952,867.1685168,93247,23,85.22,4.69,128.65,NA
2024-2025,Aug,12,HARYANA,1218,FATEHABAD,620290,409.052931,19,51,3075.390008,2197,5,4070,700091,415046,83595,0,0,68.78146,6007.914223,35673,53674,61752,134291,7,75721,156566,6267,2863.742755,433245,11,57.95,11.99,104.2,NA
2024-2025,Aug,12,HARYANA,1203,KURUKSHETRA,315910,377.3004536,27,8,126.1741399,219,123,1269,257357,89120,19914,0,0,32.15929,1129.342558,9274,12546,23836,52780,8,63933,122339,1488,971.0091284,175067,16,73.49,9.13,101.57,NA
2024-2025,Aug,12,HARYANA,1205,KARNAL,555970,367.7368189,24,21,60.88337528,449,152,1258,407966,211415,52523,0,0,33.49902,1594.623586,16787,22371,45507,93989,0,91972,167489,1707,1500.241191,272356,19,87.4,6.83,125.59,NA
2024-2025,Aug,12,HARYANA,1206,PANIPAT,293125,348.710991,26,4,355.236425,338,30,529,183518,92094,16859,0,0,29.52667,1024.710532,6971,9054,18412,34841,6,42492,71847,867,639.9474365,118788,14,57.18,12.32,101.15,NA
2024-2025,Aug,12,HARYANA,1207,SONIPAT,237713,426.8008086,24,5,180.0557308,145,138,491,135376,67944,12393,0,0,28.55001,786.3916035,5569,7131,14941,24354,0,44795,65611,636,577.7858627,83691,15,69.94,15.42,100.28,NA
2024-2025,Aug,12,HARYANA,1201,AMBALA,66470,371.0569424,15,1,2.6381695,188,243,469,30710,19251,9992,0,0,22.5165,139.1062565,2019,2289,10190,16508,0,37479,52401,657,113.951587,18803,34,50,34.88,99.86,NA
2024-2025,Aug,12,HARYANA,1216,SIRSA,536590,512.1837128,11,57,727.9068851,1575,52,2588,256774,153664,85091,0,0,33.30112,2076.362612,22773,31095,57809,134161,0,123897,265196,4163,1315.154607,157829,22,84.08,4.57,135.02,NA
2024-2025,Aug,12,HARYANA,1219,MEWAT,233490,412.9225778,25,1,2557.204141,224,164,2360,214016,1064,807,0,0,60.77615,3501.700675,8330,9959,55652,65190,15,151783,194769,2584,883.720384,95894,13,19.88,7.73,99.52,NA
2024-2025,Aug,12,HARYANA,1221,PALWAL,48285,495.4311223,25,1,0,4,228,967,39499,2189,2098,0,0,3.71226,199.402599,1521,1872,10580,14688,1,38952,53211,971,195.690339,16287,29,38.48,4.43,154.56,NA
2024-2025,Nov,12,HARYANA,1219,MEWAT,343695,425.6680995,31,1,2787.339579,497,140,2477,312713,1825,840,0,0,98.20613,4216.665193,10087,12054,56607,66500,12,152423,195523,2974,1331.119484,138835,13,12.34,4.88,101.36,NA
2024-2025,Nov,12,HARYANA,1220,JHAJJAR,275000,376.8585127,29,1,99.03267489,310,71,425,140896,68470,14749,0,0,53.36145,683.3726949,4785,5711,16172,28781,3,63949,107031,735,530.97857,82870,16,76.95,21.88,99.93,NA
2024-2025,Nov,12,HARYANA,1221,PALWAL,82060,533.4182825,28,1,0,86,222,897,41247,2561,2081,0,0,3.71226,223.731299,1468,1793,10348,14221,1,38723,52756,983,220.019039,16689,29,41.08,3.41,163.42,NA
2024-2025,Nov,12,HARYANA,1222,CHARKI DADRI,91900,396.5452726,22,11,57.2858676,176,60,435,58882,27725,7310,0,0,23.87038,314.650035,2669,3294,9450,16928,0,30836,53556,611,233.4937874,35614,1,97.36,0.24,103.78,NA
2024-2025,Nov,12,HARYANA,1205,KARNAL,666860,384.0629391,26,22,298.4141152,910,111,1095,477048,249318,52701,0,0,69.00361,2199.582295,18089,24144,45747,94393,2,92026,167541,2005,1832.16457,318917,18,82.67,9.3,127.41,NA
2024-2025,Nov,12,HARYANA,1206,PANIPAT,368550,357.1849732,34,6,426.137046,513,22,490,267598,131235,16640,0,0,54.9592,1436.916091,7826,10313,18254,34269,29,41561,69940,1003,955.8198445,169597,12,60.95,10.93,100.96,NA
2024-2025,Nov,12,HARYANA,1211,REWARI,84730,406.1986105,22,0,151.4804343,201,222,330,48421,30673,8965,0,0,45.53666,393.7025235,2154,2588,7727,14350,0,40356,77476,531,196.6854292,36656,6,74.62,9.21,107.31,NA
2024-2025,Nov,12,HARYANA,1202,YAMUNANAGAR,200100,404.618455,30,0,210.0222139,527,146,430,86966,24416,9574,0,0,42.21852,604.1212195,2872,3731,13619,24503,4,47723,76274,957,351.8804856,29487,31,56.3,18.35,100.39,NA
2024-2025,Nov,12,HARYANA,1218,FATEHABAD,1091005,400.6466817,22,62,3087.044028,2420,2,4073,913057,540494,84070,0,0,116.64818,6861.82478,40234,61640,62153,135194,19,75994,157222,6493,3658.132572,565572,11,61.9,11.15,105.25,NA
2024-2025,Nov,12,HARYANA,1201,AMBALA,114720,367.5588696,17,1,35.56731019,278,197,427,48055,29221,10181,0,0,45.28708,257.484805,2729,3121,10410,16810,0,37511,52425,705,176.6304148,28659,33,53.87,27.98,99.98,NA
2024-2025,Nov,12,HARYANA,1204,KAITHAL,555500,443.0935229,17,58,81.4011954,764,34,1485,350478,154934,37663,0,0,60.88728,1695.233793,20180,25930,37728,77912,0,68800,127055,2249,1552.945317,253504,40,90.88,2.97,108.54,NA
2024-2025,Nov,12,HARYANA,1208,ROHTAK,462300,410.4032612,29,1,242.0038652,505,19,609,258122,125713,22209,0,0,47.23312,1348.578091,8676,11038,22499,41177,16,42476,71303,1114,1059.341106,152894,14,74.53,14.4,128.76,NA
2024-2025,Nov,12,HARYANA,1222,CHARKI DADRI,91900,396.9241285,21,11,57.2858676,176,60,434,58273,27316,7309,0,0,21.22999,309.815455,2667,3290,9448,16923,0,30827,53545,610,231.2995974,35209,1,97.33,0.24,103.84,NA
2024-2025,Nov,12,HARYANA,1209,FARIDABAD,60675,352.5617494,31,0,25.6759509,18,69,71,16737,2594,867,0,0,19.18197,103.8661809,536,627,2762,3243,2,7771,8499,89,59.00826,7103,2,59.71,16.57,149.06,NA
2024-2025,Nov,12,HARYANA,1214,JIND,612200,372.8468911,21,29,1350.729149,1162,5,1757,473858,266362,49731,0,0,98.19341,3215.68738,22232,27844,40418,87738,1,68466,137620,2919,1766.764821,314861,11,60.45,26.82,99.99,NA
2024-2025,July,12,HARYANA,1201,AMBALA,51525,376.8397562,12,1,2.6381695,149,288,471,18214,10733,9772,0,0,22.4973,93.7730627,1408,1580,9997,16234,0,37373,52245,620,68.6375932,11803,35,54.66,30.57,99.55,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,353.517602,18,7,126.1741399,135,193,1252,109064,40168,19478,0,0,32.15929,543.8938673,6007,7816,23191,51446,0,63506,121607,1387,385.5604374,74213,17,62.91,12.79,100.42,NA
2024-2025,July,12,HARYANA,1204,KAITHAL,302500,584.8490554,10,22,31.5401311,182,106,1847,73515,38006,36569,0,0,26.21377,487.7056842,6713,8636,36336,75667,0,67971,125995,2029,429.9517831,51332,45,82.51,8.44,100.64,NA
2024-2025,July,12,HARYANA,1205,KARNAL,480620,618.4354995,12,2,60.88337528,172,222,1408,33807,18685,51371,0,0,33.49902,303.4568846,2695,3248,44228,91505,0,91550,166573,1580,209.0744893,24488,21,35.05,23.74,104.11,NA
2024-2025,July,12,HARYANA,1207,SONIPAT,202463,491.1139058,18,0,180.0557308,101,180,455,53779,23228,12113,0,0,28.55001,472.7218882,2927,3539,14618,23793,0,44418,65041,556,264.1161474,34036,17,61.02,33.19,99.81,NA
2024-2025,July,12,HARYANA,1209,FARIDABAD,35600,328.253662,21,0,0,3,87,71,2799,427,834,0,0,7.24834,16.43616,131,174,2648,3090,0,7702,8399,74,9.18782,1138,2,45.53,26.12,153.78,NA
2024-2025,July,12,HARYANA,1211,REWARI,57080,420.1406371,17,0,0.62806,4,312,524,18146,12750,8576,0,0,17.27762,94.1444,1067,1242,7396,13715,0,40135,77160,528,76.23872,14068,6,86.69,9.74,101.26,NA
2024-2025,July,12,HARYANA,1212,MAHENDRAGARH,120550,624.4385099,18,0,310.5241749,224,194,1113,28414,6081,8256,0,0,22.59282,510.5449531,1532,1840,16620,26809,0,65261,91726,1337,177.4279582,14175,11,40.12,19.73,102.41,NA
2024-2025,July,12,HARYANA,1216,SIRSA,421250,817.287551,7,21,727.8737651,491,92,3329,77582,48510,83781,0,0,33.30112,1395.242913,10071,13351,56820,131885,0,123055,263451,3820,634.0680278,47293,24,86.67,3.38,147.74,NA
2024-2025,July,12,HARYANA,1221,PALWAL,38935,513.1870532,24,1,0,3,234,952,30162,1064,2067,0,0,3.71226,158.499739,1221,1506,10575,14695,0,39140,53500,955,154.787479,12293,30,35.88,3.65,144.79,NA
2024-2025,June,12,HARYANA,1203,KURUKSHETRA,204990,371.0364225,15,5,116.7106857,124,201,1237,71002,26471,19399,0,0,31.69079,411.8447564,4587,5878,23060,51202,0,63423,121471,1361,263.4432807,48420,17,54.64,19.03,101.17,NA
2024-2025,June,12,HARYANA,1205,KARNAL,332620,697.4350711,12,2,60.89771768,153,226,1348,26430,15882,51326,0,0,28.98429,274.214097,2155,2527,44224,91435,0,91476,166391,1501,184.3320893,19595,22,22.84,29.44,104.53,NA
2024-2025,June,12,HARYANA,1210,GURUGRAM,24025,368.2751221,30,0,78.0384935,12,105,172,14539,7078,1960,0,0,4.50799,136.0900035,470,502,3015,3867,0,14115,18281,184,53.54352,10203,0,34.21,0,100,NA
2024-2025,June,12,HARYANA,1216,SIRSA,315800,1207.617246,9,18,702.9807096,478,94,3267,47959,29617,83661,0,0,29.74195,1311.883815,5209,6972,56676,131580,0,122964,263272,3745,579.1611551,28509,24,85.63,4.43,182.04,NA
2024-2025,June,12,HARYANA,1220,JHAJJAR,120775,389.6563044,15,0,3.6106336,90,150,466,29305,15032,14392,0,0,21.09527,138.8946836,1855,2144,15608,28074,0,63583,106689,556,114.18878,18003,21,69.27,26.68,99.33,NA
2024-2025,July,12,HARYANA,1205,KARNAL,480620,285.7095574,14,11,60.88337528,174,198,1479,146867,76682,51715,0,0,33.49902,513.9954509,10359,13057,44588,92223,0,91653,166837,1653,419.6130556,102029,20,76.53,9.36,102.26,NA
2024-2025,July,12,HARYANA,1208,ROHTAK,304900,414.4158743,13,1,189.3466585,205,58,755,57006,27933,21838,0,0,22.67757,448.2661418,4079,4975,22043,40380,3,42137,70795,960,236.2419133,34392,12,77.01,13.79,120.47,NA
2024-2025,July,12,HARYANA,1220,JHAJJAR,146150,380.693505,17,0,3.7126536,113,128,479,55058,27865,14481,0,0,21.09527,234.4101536,3078,3617,15751,28290,0,63606,106733,592,209.60223,33233,19,82.03,15.5,99.6,NA
2024-2025,July,12,HARYANA,1221,PALWAL,38935,513.0781491,24,1,0,3,233,955,32168,1207,2078,0,0,3.71226,168.759239,1295,1589,10640,14776,1,39157,53524,958,165.046979,13204,30,37.95,4.43,143.4,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,350.5499437,23,7,126.1741399,215,160,1214,175744,61842,19679,0,0,32.15929,774.403923,7570,10052,23467,52015,0,63661,121886,1429,616.0704931,120310,16,71.61,10.29,100.36,NA
2024-2025,July,12,HARYANA,1205,KARNAL,480620,306.6711219,14,11,60.88337528,188,187,1477,171828,87675,51856,0,0,33.49902,621.3292507,11591,14777,44727,92541,0,91728,167011,1665,526.9468554,118114,20,79.24,8.36,103.74,NA
2024-2025,July,12,HARYANA,1210,GURUGRAM,31450,375.2414475,32,0,78.0384935,58,103,132,18211,9116,1977,0,0,4.50799,150.8817035,559,601,3038,3897,0,14124,18292,190,68.33522,12717,0,41.49,0,99.93,NA
2024-2025,July,12,HARYANA,1222,CHARKI DADRI,49200,408.9169968,15,10,55.8410924,65,72,516,35269,16611,7233,0,0,13.08379,213.145818,2256,2748,9362,16754,0,30713,53371,581,144.2209356,21543,1,95.55,0.4,101.47,NA
2024-2025,July,12,HARYANA,1201,AMBALA,51525,379.0751061,13,1,2.6381695,167,281,458,20875,12630,9787,0,0,22.5165,104.2865979,1528,1726,10022,16246,0,37409,52283,625,79.1319284,13603,35,53.45,31.54,99.61,NA
2024-2025,July,12,HARYANA,1202,YAMUNANAGAR,122765,422.4957604,25,0,92.165151,86,368,306,48780,13195,9365,0,0,20.45555,318.7141329,1899,2446,13355,24060,0,47569,76066,392,206.0934319,17923,25,60.79,16.44,100.41,NA
2024-2025,July,12,HARYANA,1203,KURUKSHETRA,275560,372.3857694,20,7,126.1741399,189,166,1231,147618,54103,19629,0,0,32.15929,708.041855,7189,9408,23408,51872,0,63589,121740,1420,549.7084251,100977,16,68.43,10.73,100.84,NA
2024-2025,July,12,HARYANA,1206,PANIPAT,228675,327.9388995,19,2,355.236425,329,42,492,102955,52782,16567,0,0,29.52667,722.392589,5265,6656,18131,34311,0,42449,71747,821,337.629494,67243,14,52.13,14.45,99.73,NA
2024-2025,July,12,HARYANA,1207,SONIPAT,202463,460.3976623,19,4,180.0557308,138,160,415,80921,38957,12211,0,0,28.55001,581.1641331,4224,5320,14736,23994,0,44458,65109,553,372.5583923,49903,17,70.38,23.02,99.91,NA
2024-2025,July,12,HARYANA,1215,HISAR,609795,453.1202219,15,70,2690.371819,562,23,4033,588212,336395,84695,0,0,68.23607,5423.915408,36934,49567,69846,149748,1,120317,238880,4595,2665.30752,385710,6,47.7,15.17,99.92,NA
2024-2025,Aug,12,HARYANA,1201,AMBALA,66470,376.9646291,14,1,2.6381695,177,255,471,26891,16489,9874,0,0,22.5165,126.5242279,1812,2051,10093,16357,0,37450,52357,648,101.3695584,16922,34,50.52,36.66,100,NA
2024-2025,Aug,12,HARYANA,1208,ROHTAK,357150,416.831532,17,1,189.3466585,279,46,710,107504,54272,21950,0,0,22.67757,660.1347987,6042,7556,22186,40630,4,42211,70900,989,448.1105702,66214,11,81.21,9.1,135.91,NA
2024-2025,Aug,12,HARYANA,1210,GURUGRAM,37250,377.8992643,35,0,78.0384935,60,101,138,21720,11026,1983,0,0,4.50799,164.6262037,611,659,3050,3912,0,14133,18302,198,82.0797202,15337,0,42.43,0,99.94,NA
2024-2025,Aug,12,HARYANA,1212,MAHENDRAGARH,161500,479.1758021,21,0,310.5241749,455,170,931,56840,12978,8370,0,0,22.59282,605.4805208,2626,3183,16875,27225,0,65346,91896,1386,272.3635259,28530,12,41.66,24.76,111.42,NA
2024-2025,Aug,12,HARYANA,1218,FATEHABAD,620290,420.0597477,17,44,3075.390008,2189,5,3930,518966,304963,83235,0,0,68.78146,5324.138738,30314,44954,61401,133538,0,75474,156004,6119,2179.96727,320710,11,52.3,13.16,103.17,NA
2024-2025,Aug,12,HARYANA,1205,KARNAL,555970,329.8100607,22,20,60.88337528,410,161,1291,352679,181275,52424,0,0,33.49902,1257.553219,15991,21168,45375,93764,0,91941,167458,1701,1163.170824,236863,19,87.5,5.93,121.56,NA
2024-2025,Aug,12,HARYANA,1207,SONIPAT,237713,435.0744201,23,5,180.0557308,139,139,451,128219,64573,12366,0,0,28.55001,766.4538115,5379,6915,14901,24299,0,44689,65474,590,557.8480707,78687,16,69.11,15.71,100.42,NA
2024-2025,Aug,12,HARYANA,1211,REWARI,64980,429.7408057,17,0,0.62806,5,287,546,26189,16588,8692,0,0,17.27762,130.4504996,1497,1777,7516,13945,0,40248,77323,551,112.5448196,19595,5,80.75,8.97,106.74,NA
2024-2025,Sep,12,HARYANA,1203,KURUKSHETRA,346360,380.3363936,27,8,126.1741399,219,105,1296,267556,92317,19978,0,0,32.15929,1175.946271,9593,13000,23953,53021,11,63944,122363,1515,1017.612841,181317,16,72.04,10.1,101.68,NA
2024-2025,Sep,12,HARYANA,1207,SONIPAT,270088,422.9946243,25,6,180.0557308,166,121,513,158366,79809,12501,0,0,28.55001,878.4854075,6252,8057,15101,24590,6,44803,65626,679,669.8796667,96721,14,72.7,14.32,100.35,NA
2024-2025,Sep,12,HARYANA,1210,GURUGRAM,42140,373.4005996,37,0,78.0384935,92,99,117,25719,13428,2047,0,0,4.50799,178.5813837,689,746,3097,4002,0,14178,18353,209,96.0349002,18257,0,44.81,0.07,99.96,NA
2024-2025,Sep,12,HARYANA,1211,REWARI,71980,418.3562697,18,0,0.62806,189,245,347,34367,21243,8760,0,0,17.27762,161.6821792,1846,2192,7597,14081,0,40265,77346,536,143.7764992,25490,6,80.42,8.77,109.79,NA
2024-2025,Sep,12,HARYANA,1221,PALWAL,58135,500.4454296,26,1,0,4,228,967,40500,2223,2098,0,0,3.71226,206.392659,1537,1888,10595,14703,1,38953,53213,971,202.680399,16741,29,39.33,4.37,158.48,NA
2024-2025,Sep,12,HARYANA,1205,KARNAL,606220,383.3060827,25,22,60.88337528,466,140,1240,446591,231418,52640,0,0,33.49902,1806.192863,17579,23491,45660,94247,0,91969,167462,1706,1711.810468,297007,19,84.87,7.87,127.8,NA
2024-2025,Sep,12,HARYANA,1208,ROHTAK,398140,413.0092947,22,1,189.3466585,336,37,699,167814,82218,22063,0,0,22.67757,905.1116463,7303,9173,22337,40886,4,42305,71043,1035,693.0874178,100757,11,76.54,9.27,141.84,NA
2024-2025,Sep,12,HARYANA,1210,GURUGRAM,42140,377.1952934,37,0,78.0384935,92,98,117,26427,13966,2048,0,0,4.50799,182.2278837,696,753,3099,4004,0,14180,18355,209,99.6814002,18806,0,46.93,0.06,99.96,NA
2024-2025,Sep,12,HARYANA,1212,MAHENDRAGARH,197040,463.4311734,22,0,310.5241749,567,142,904,74153,17211,8487,0,0,22.59282,676.7651129,3336,4047,17134,27637,1,65480,92086,1471,343.648118,36109,11,40.27,24.66,110.23,NA
2024-2025,Sep,12,HARYANA,1215,HISAR,1052710,427.4679906,21,36,2690.371819,1758,15,3289,966415,541133,85599,0,0,68.23607,6889.72267,45621,62336,71019,151848,5,121125,240223,5047,4131.114782,628945,5,51.04,15.22,100.64,NA
2024-2025,Sep,12,HARYANA,1220,JHAJJAR,221150,381.3764246,22,0,3.7126536,217,94,464,90289,46754,14630,0,0,21.09527,369.1488836,3932,4677,15915,28574,0,63784,106960,681,344.34096,54513,17,79.79,18.73,99.78,NA
2024-2025,Sep,12,HARYANA,1203,KURUKSHETRA,346360,380.5424476,27,8,126.1741399,219,101,1297,267556,92317,19983,0,0,32.15929,1176.497581,9593,13001,23957,53029,11,63944,122366,1516,1018.164151,181312,16,72.04,10.1,101.68,NA
2024-2025,Sep,12,HARYANA,1208,ROHTAK,398140,392.4833427,22,1,189.3466585,328,40,703,159349,78869,22054,0,0,22.67757,837.4425102,7227,9077,22326,40867,4,42281,71007,1031,625.4182817,95985,11,77.97,8.64,141.24,NA
2024-2025,Sep,12,HARYANA,1213,BHIWANI,334050,396.4060047,19,19,255.4999739,569,56,1753,308461,161593,42287,0,0,27.98627,1506.24417,15831,20497,37010,78632,0,86548,168913,2322,1222.757926,195862,2,67.79,12.36,110.94,NA
2024-2025,Sep,12,HARYANA,1216,SIRSA,617650,492.1652432,11,58,727.9068851,1575,48,2644,288008,173730,85440,0,0,33.30112,2178.683279,24316,33292,58085,134753,0,123926,265300,4219,1417.475274,176739,22,82.03,4.47,136.96,NA
2024-2025,Sep,12,HARYANA,1205,KARNAL,606220,383.2764121,25,22,60.88337528,465,143,1241,446568,231395,52637,0,0,33.49902,1805.972203,17579,23490,45657,94239,0,91969,167462,1706,1711.589808,296994,19,84.87,7.87,127.8,NA
2024-2025,Sep,12,HARYANA,1208,ROHTAK,398140,406.8895488,22,1,189.3466585,333,38,702,166656,81623,22059,0,0,22.67757,890.130075,7293,9163,22328,40874,4,42304,71041,1035,678.1058465,100272,11,77.56,8.57,141.28,NA
2024-2025,Sep,12,HARYANA,1212,MAHENDRAGARH,197040,465.2705753,22,0,310.5241749,556,142,914,73683,17180,8487,0,0,22.59282,675.9423129,3331,4038,17134,27637,1,65479,92085,1470,342.825318,35967,11,40.45,24.54,110.26,NA
2024-2025,Sep,12,HARYANA,1216,SIRSA,617650,476.7826131,12,58,727.9068851,1581,47,2663,304577,184904,85515,0,0,33.30112,2213.378185,25040,34338,58151,134914,0,123927,265335,4244,1452.17018,186574,21,80.36,4.17,135.82,NA
2024-2025,Sep,12,HARYANA,1221,PALWAL,58135,479.0304596,27,1,0,4,223,968,43103,2712,2100,0,0,3.71226,210.188759,1591,1967,10619,14734,1,38954,53214,972,206.476499,17723,29,39.83,4.22,163.22,NA
2024-2025,Sep,12,HARYANA,1204,KAITHAL,474300,433.6736557,16,57,31.5401311,484,39,1748,319398,140940,37657,0,0,26.21377,1442.898884,18914,24297,37522,77781,0,68662,127108,2232,1385.144983,230280,41,91.77,3.08,106.56,NA
2024-2025,Sep,12,HARYANA,1210,GURUGRAM,42140,377.1952934,37,0,78.0384935,92,98,117,26427,13966,2048,0,0,4.50799,182.2278837,696,753,3099,4004,0,14181,18356,209,99.6814002,18806,0,46.93,0.06,99.96,NA
2024-2025,Sep,12,HARYANA,1211,REWARI,71980,420.3131686,18,0,0.62806,178,244,342,34933,21675,8785,0,0,17.27762,164.7336792,1873,2224,7609,14108,0,40271,77359,520,146.8279992,25837,6,79.97,9.4,110.48,NA
2024-2025,Aug,12,HARYANA,1209,FARIDABAD,39850,308.2414401,25,0,0,6,77,80,10777,1700,862,0,0,7.64047,40.85965,431,505,2730,3195,1,7729,8445,86,33.21918,4475,2,60.78,15.46,119.79,NA
2024-2025,Aug,12,HARYANA,1210,GURUGRAM,37250,370.2557194,37,0,78.0384935,91,100,112,24394,12479,1991,0,0,4.50799,172.8666637,647,698,3059,3926,0,14170,18343,203,90.3201802,17335,0,41.05,0.07,99.86,NA
2024-2025,Aug,12,HARYANA,1215,HISAR,833465,434.6140729,19,79,2690.371819,1518,18,3384,843025,473994,85319,0,0,68.23607,6422.513177,43037,58453,70629,151182,1,120913,239918,4902,3663.905288,548843,6,48.95,15.76,100.37,NA
2024-2025,Aug,12,HARYANA,1220,JHAJJAR,180650,380.4608233,21,0,3.7126536,125,120,510,79805,41873,14544,0,0,21.09527,328.4346836,3665,4345,15829,28421,0,63744,106905,635,303.62676,48376,18,83.49,14.84,99.61,NA
